# Residuals   
# Time        	p             	Ux            	Uy            	Uz            	omega         	k             
906           	2.422790e-02	5.458491e-04	4.837419e-03	6.816000e-03	5.428433e-05	1.589896e-03
907           	2.417909e-02	5.450771e-04	4.823998e-03	6.793553e-03	5.417853e-05	1.588526e-03
908           	2.415871e-02	5.442784e-04	4.809551e-03	6.769494e-03	5.409864e-05	1.587718e-03
909           	2.409957e-02	5.432882e-04	4.793446e-03	6.747227e-03	5.399685e-05	1.587055e-03
910           	2.403540e-02	5.423067e-04	4.777187e-03	6.725873e-03	5.388944e-05	1.586074e-03
911           	2.394794e-02	5.414275e-04	4.760136e-03	6.703460e-03	5.376352e-05	1.584593e-03
912           	2.386937e-02	5.405736e-04	4.743749e-03	6.681637e-03	5.369178e-05	1.583360e-03
913           	2.382796e-02	5.398661e-04	4.729719e-03	6.661713e-03	5.362140e-05	1.582388e-03
914           	2.381295e-02	5.393432e-04	4.718286e-03	6.645513e-03	5.354679e-05	1.581601e-03
915           	2.380552e-02	5.389483e-04	4.709983e-03	6.635921e-03	5.348958e-05	1.580926e-03
916           	2.381670e-02	5.387609e-04	4.706236e-03	6.633270e-03	5.344966e-05	1.580312e-03
917           	2.383330e-02	5.387220e-04	4.708089e-03	6.634997e-03	5.344334e-05	1.579591e-03
918           	2.386106e-02	5.388917e-04	4.715117e-03	6.639754e-03	5.339911e-05	1.578879e-03
919           	2.387802e-02	5.394325e-04	4.724605e-03	6.647875e-03	5.336216e-05	1.578142e-03
920           	2.391170e-02	5.400728e-04	4.735579e-03	6.655575e-03	5.331798e-05	1.577818e-03
921           	2.394916e-02	5.409985e-04	4.747463e-03	6.663988e-03	5.328778e-05	1.577895e-03
922           	2.399254e-02	5.420443e-04	4.759099e-03	6.671326e-03	5.326547e-05	1.577795e-03
923           	2.400405e-02	5.430497e-04	4.770412e-03	6.678358e-03	5.323912e-05	1.577783e-03
924           	2.400674e-02	5.438460e-04	4.778637e-03	6.684716e-03	5.323878e-05	1.577624e-03
925           	2.400578e-02	5.442321e-04	4.785993e-03	6.690338e-03	5.326580e-05	1.577083e-03
926           	2.403128e-02	5.444033e-04	4.791028e-03	6.693555e-03	5.329026e-05	1.575960e-03
927           	2.404618e-02	5.441099e-04	4.794042e-03	6.694255e-03	5.331673e-05	1.573977e-03
928           	2.402835e-02	5.435831e-04	4.795775e-03	6.690871e-03	5.336820e-05	1.571350e-03
929           	2.399404e-02	5.428474e-04	4.796891e-03	6.685029e-03	5.340307e-05	1.568323e-03
930           	2.392685e-02	5.421002e-04	4.798081e-03	6.676550e-03	5.343359e-05	1.565368e-03
931           	2.384451e-02	5.414174e-04	4.797612e-03	6.666673e-03	5.345330e-05	1.563377e-03
932           	2.374026e-02	5.407863e-04	4.796216e-03	6.653417e-03	5.347031e-05	1.561887e-03
933           	2.364866e-02	5.402442e-04	4.794467e-03	6.638121e-03	5.348299e-05	1.560944e-03
934           	2.357552e-02	5.398609e-04	4.792512e-03	6.621411e-03	5.347754e-05	1.561116e-03
935           	2.350556e-02	5.399807e-04	4.790248e-03	6.605953e-03	5.351169e-05	1.563202e-03
936           	2.346763e-02	5.404683e-04	4.786492e-03	6.591201e-03	5.351354e-05	1.566651e-03
937           	2.346648e-02	5.412678e-04	4.782953e-03	6.577627e-03	5.350431e-05	1.571037e-03
938           	2.348321e-02	5.423031e-04	4.780016e-03	6.565744e-03	5.351166e-05	1.575799e-03
939           	2.350783e-02	5.436870e-04	4.778197e-03	6.555805e-03	5.351259e-05	1.580747e-03
940           	2.355269e-02	5.452864e-04	4.777816e-03	6.547739e-03	5.352384e-05	1.585804e-03
941           	2.361524e-02	5.469164e-04	4.777888e-03	6.543940e-03	5.351465e-05	1.590216e-03
942           	2.368296e-02	5.484710e-04	4.778067e-03	6.540967e-03	5.351509e-05	1.594188e-03
943           	2.374899e-02	5.498405e-04	4.780602e-03	6.538960e-03	5.351953e-05	1.597926e-03
944           	2.379778e-02	5.510139e-04	4.785462e-03	6.535691e-03	5.355484e-05	1.601042e-03
945           	2.384861e-02	5.519872e-04	4.790637e-03	6.532191e-03	5.357260e-05	1.604274e-03
946           	2.387035e-02	5.529351e-04	4.795836e-03	6.524809e-03	5.358958e-05	1.608108e-03
947           	2.387868e-02	5.537825e-04	4.799759e-03	6.516039e-03	5.360736e-05	1.613188e-03
948           	2.387594e-02	5.544886e-04	4.802250e-03	6.507664e-03	5.362120e-05	1.616722e-03
949           	2.386409e-02	5.549055e-04	4.803746e-03	6.498787e-03	5.361475e-05	1.619440e-03
950           	2.386213e-02	5.550832e-04	4.803269e-03	6.489249e-03	5.361394e-05	1.621448e-03
951           	2.386028e-02	5.550856e-04	4.800817e-03	6.480021e-03	5.358031e-05	1.622206e-03
952           	2.385990e-02	5.549835e-04	4.798610e-03	6.472060e-03	5.355164e-05	1.623070e-03
953           	2.387446e-02	5.550499e-04	4.795241e-03	6.463587e-03	5.355100e-05	1.624857e-03
954           	2.390745e-02	5.549903e-04	4.792649e-03	6.455792e-03	5.359099e-05	1.627656e-03
955           	2.392749e-02	5.551165e-04	4.791061e-03	6.449205e-03	5.368266e-05	1.631751e-03
956           	2.397785e-02	5.552403e-04	4.791820e-03	6.445884e-03	5.379384e-05	1.636007e-03
957           	2.402438e-02	5.555959e-04	4.794984e-03	6.445021e-03	5.388732e-05	1.640319e-03
958           	2.407657e-02	5.561040e-04	4.801086e-03	6.448711e-03	5.400740e-05	1.645126e-03
959           	2.413311e-02	5.565226e-04	4.811317e-03	6.459886e-03	5.412108e-05	1.649740e-03
960           	2.418581e-02	5.570421e-04	4.824691e-03	6.475879e-03	5.424515e-05	1.655211e-03
961           	2.422788e-02	5.576552e-04	4.839059e-03	6.495298e-03	5.437622e-05	1.661157e-03
962           	2.427255e-02	5.581386e-04	4.854337e-03	6.520325e-03	5.449087e-05	1.667368e-03
963           	2.434837e-02	5.585086e-04	4.869722e-03	6.548428e-03	5.460597e-05	1.673584e-03
964           	2.441671e-02	5.588508e-04	4.884300e-03	6.580261e-03	5.474404e-05	1.680297e-03
965           	2.448905e-02	5.590119e-04	4.897069e-03	6.612551e-03	5.488141e-05	1.687484e-03
966           	2.458104e-02	5.591137e-04	4.907549e-03	6.643611e-03	5.502734e-05	1.694572e-03
967           	2.466315e-02	5.593159e-04	4.918077e-03	6.675109e-03	5.516479e-05	1.700917e-03
968           	2.476441e-02	5.595549e-04	4.927512e-03	6.702721e-03	5.535657e-05	1.708398e-03
969           	2.486259e-02	5.599924e-04	4.937005e-03	6.728924e-03	5.554192e-05	1.715459e-03
970           	2.493075e-02	5.604576e-04	4.946925e-03	6.752461e-03	5.571362e-05	1.722405e-03
971           	2.501477e-02	5.610162e-04	4.956778e-03	6.775084e-03	5.587221e-05	1.728377e-03
972           	2.510838e-02	5.615833e-04	4.967129e-03	6.795675e-03	5.601859e-05	1.733938e-03
973           	2.518794e-02	5.623492e-04	4.976856e-03	6.814897e-03	5.616767e-05	1.739844e-03
974           	2.526219e-02	5.631798e-04	4.987319e-03	6.833401e-03	5.629563e-05	1.745675e-03
975           	2.533138e-02	5.642617e-04	4.997217e-03	6.852243e-03	5.640793e-05	1.751264e-03
976           	2.537999e-02	5.653961e-04	5.007036e-03	6.871006e-03	5.651617e-05	1.755649e-03
977           	2.540945e-02	5.666249e-04	5.016418e-03	6.887572e-03	5.662407e-05	1.759297e-03
978           	2.540960e-02	5.679659e-04	5.024592e-03	6.903250e-03	5.671385e-05	1.763028e-03
979           	2.535035e-02	5.692056e-04	5.032507e-03	6.918193e-03	5.677925e-05	1.766614e-03
980           	2.527364e-02	5.703068e-04	5.038599e-03	6.929298e-03	5.685255e-05	1.769650e-03
981           	2.519952e-02	5.713912e-04	5.045029e-03	6.937371e-03	5.692594e-05	1.772349e-03
982           	2.512205e-02	5.723048e-04	5.049771e-03	6.942514e-03	5.699977e-05	1.774600e-03
983           	2.504033e-02	5.731672e-04	5.053834e-03	6.946183e-03	5.707665e-05	1.776476e-03
984           	2.495090e-02	5.737889e-04	5.056616e-03	6.950210e-03	5.715446e-05	1.777791e-03
985           	2.487795e-02	5.741043e-04	5.056291e-03	6.954584e-03	5.723501e-05	1.778696e-03
986           	2.482503e-02	5.741691e-04	5.054700e-03	6.958565e-03	5.727722e-05	1.779230e-03
987           	2.476754e-02	5.742809e-04	5.051127e-03	6.964757e-03	5.733182e-05	1.779620e-03
988           	2.472932e-02	5.741570e-04	5.046889e-03	6.969651e-03	5.738258e-05	1.780228e-03
989           	2.468094e-02	5.739585e-04	5.042921e-03	6.974994e-03	5.742375e-05	1.780458e-03
990           	2.465662e-02	5.736574e-04	5.039988e-03	6.980544e-03	5.743626e-05	1.780863e-03
991           	2.457364e-02	5.733093e-04	5.038470e-03	6.985402e-03	5.745007e-05	1.781518e-03
992           	2.448644e-02	5.730985e-04	5.040557e-03	6.993691e-03	5.747825e-05	1.781945e-03
993           	2.442088e-02	5.730943e-04	5.045650e-03	7.005916e-03	5.751124e-05	1.782544e-03
994           	2.438184e-02	5.734452e-04	5.051603e-03	7.020027e-03	5.755314e-05	1.784171e-03
995           	2.434230e-02	5.741082e-04	5.060139e-03	7.036902e-03	5.762535e-05	1.787004e-03
996           	2.433287e-02	5.752207e-04	5.071644e-03	7.056019e-03	5.770756e-05	1.790692e-03
997           	2.432652e-02	5.767871e-04	5.085302e-03	7.077533e-03	5.776025e-05	1.794951e-03
998           	2.434333e-02	5.787115e-04	5.101249e-03	7.098929e-03	5.782485e-05	1.800382e-03
999           	2.436575e-02	5.809681e-04	5.118516e-03	7.122127e-03	5.785302e-05	1.806631e-03
1000          	2.441821e-02	5.835422e-04	5.137188e-03	7.145442e-03	5.791431e-05	1.813325e-03
