# Residuals   
# Time        	p             	Ux            	Uy            	Uz            	omega         	k             
0             	N/A	N/A	N/A	N/A
1             	1.000000e+00	4.409964e-02	9.724993e-02	1.144502e-01	1.272089e-01	9.999999e-01
2             	1.961272e-01	3.423096e-02	4.634232e-02	5.546170e-02	6.360537e-04	2.891194e-01
3             	1.264529e-01	2.100624e-02	3.223328e-02	3.721988e-02	6.627267e-04	1.405780e-01
4             	1.010727e-01	1.590799e-02	2.629191e-02	3.089859e-02	7.316405e-04	9.105725e-02
5             	8.648324e-02	1.325119e-02	2.318458e-02	2.753640e-02	7.511515e-04	4.042441e-02
6             	7.639518e-02	1.137714e-02	2.139275e-02	2.523381e-02	1.177016e-03	2.987706e-02
7             	6.888053e-02	9.860022e-03	1.999747e-02	2.325330e-02	1.632685e-03	3.599186e-02
8             	6.342975e-02	8.964325e-03	1.872428e-02	2.155974e-02	2.734564e-03	4.888194e-02
9             	5.992825e-02	8.405817e-03	1.755660e-02	2.019002e-02	4.527965e-03	1.392364e-02
10            	5.742623e-02	7.434807e-03	1.647407e-02	1.904120e-02	2.310116e-03	4.844225e-03
11            	5.508200e-02	6.506474e-03	1.556097e-02	1.814607e-02	1.790657e-03	2.127085e-03
12            	5.294423e-02	5.726830e-03	1.477819e-02	1.741391e-02	1.539356e-03	3.536594e-03
13            	5.127414e-02	5.101070e-03	1.411327e-02	1.682297e-02	1.506596e-03	4.437002e-03
14            	4.992926e-02	4.607738e-03	1.355101e-02	1.633786e-02	1.378314e-03	4.624290e-03
15            	4.890724e-02	4.213700e-03	1.308716e-02	1.593005e-02	1.190755e-03	4.528858e-03
16            	4.810901e-02	3.896417e-03	1.269882e-02	1.557880e-02	1.071781e-03	4.476621e-03
17            	4.745921e-02	3.640442e-03	1.236823e-02	1.526359e-02	9.972782e-04	4.379807e-03
18            	4.694350e-02	3.432798e-03	1.208292e-02	1.498410e-02	9.385212e-04	4.253270e-03
19            	4.661900e-02	3.264588e-03	1.184595e-02	1.475834e-02	8.888549e-04	4.114814e-03
20            	4.649071e-02	3.128468e-03	1.165886e-02	1.459569e-02	8.499236e-04	3.980397e-03
21            	4.652631e-02	3.018782e-03	1.152104e-02	1.449233e-02	8.429306e-04	3.865261e-03
22            	4.673412e-02	2.930426e-03	1.142048e-02	1.443389e-02	8.886503e-04	3.717134e-03
23            	4.692356e-02	2.862022e-03	1.134476e-02	1.441348e-02	8.605520e-04	3.515762e-03
24            	4.701238e-02	2.825484e-03	1.128739e-02	1.441400e-02	8.541857e-04	3.338232e-03
25            	4.713799e-02	2.792307e-03	1.123024e-02	1.441911e-02	8.544524e-04	3.211204e-03
26            	4.730031e-02	2.759162e-03	1.118490e-02	1.441705e-02	8.531453e-04	3.169945e-03
27            	4.741208e-02	2.726041e-03	1.114866e-02	1.442236e-02	8.438267e-04	3.092408e-03
28            	4.752358e-02	2.690121e-03	1.110384e-02	1.440781e-02	8.310342e-04	3.012624e-03
29            	4.773702e-02	2.653219e-03	1.105966e-02	1.438589e-02	8.613251e-04	2.955837e-03
30            	4.790166e-02	2.616921e-03	1.102049e-02	1.437135e-02	8.865177e-04	2.920517e-03
31            	4.802424e-02	2.581406e-03	1.097440e-02	1.436337e-02	9.160138e-04	2.909936e-03
32            	4.810326e-02	2.546777e-03	1.091847e-02	1.435189e-02	9.227690e-04	2.909257e-03
33            	4.819257e-02	2.515008e-03	1.087181e-02	1.435802e-02	8.699103e-04	2.891212e-03
34            	4.823974e-02	2.486840e-03	1.083524e-02	1.437222e-02	8.200189e-04	2.906506e-03
35            	4.833093e-02	2.460572e-03	1.082104e-02	1.439813e-02	7.742175e-04	2.918227e-03
36            	4.840315e-02	2.436755e-03	1.082222e-02	1.443691e-02	7.332484e-04	2.911363e-03
37            	4.853891e-02	2.415277e-03	1.082880e-02	1.447913e-02	6.975551e-04	2.898688e-03
38            	4.871039e-02	2.393745e-03	1.083812e-02	1.451212e-02	6.671821e-04	2.886587e-03
39            	4.894557e-02	2.370539e-03	1.084641e-02	1.453144e-02	6.421698e-04	2.879107e-03
40            	4.912594e-02	2.347543e-03	1.085451e-02	1.454697e-02	6.256673e-04	2.885105e-03
41            	4.926320e-02	2.323986e-03	1.085875e-02	1.455791e-02	6.359821e-04	2.902182e-03
42            	4.933609e-02	2.300271e-03	1.086314e-02	1.456541e-02	6.566148e-04	2.931775e-03
43            	4.941580e-02	2.277192e-03	1.086449e-02	1.457574e-02	6.670307e-04	2.969219e-03
44            	4.945412e-02	2.255181e-03	1.086135e-02	1.459224e-02	6.477424e-04	2.986160e-03
45            	4.948087e-02	2.234896e-03	1.085797e-02	1.460539e-02	6.259644e-04	3.006346e-03
46            	4.950597e-02	2.214057e-03	1.085345e-02	1.462014e-02	6.036230e-04	3.024001e-03
47            	4.951195e-02	2.194305e-03	1.084507e-02	1.463084e-02	5.821485e-04	3.037403e-03
48            	4.951735e-02	2.175221e-03	1.083922e-02	1.463955e-02	5.624388e-04	3.049765e-03
49            	4.948293e-02	2.157011e-03	1.083447e-02	1.465520e-02	5.454693e-04	3.059442e-03
50            	4.934817e-02	2.138082e-03	1.082232e-02	1.467752e-02	5.317527e-04	3.068638e-03
51            	4.918179e-02	2.119121e-03	1.080516e-02	1.469505e-02	5.216767e-04	3.079122e-03
52            	4.900212e-02	2.100217e-03	1.078374e-02	1.471119e-02	5.076048e-04	3.084182e-03
53            	4.887280e-02	2.080797e-03	1.075166e-02	1.472878e-02	4.992522e-04	3.089231e-03
54            	4.868275e-02	2.061058e-03	1.070786e-02	1.475130e-02	4.952207e-04	3.092322e-03
55            	4.844340e-02	2.041303e-03	1.066011e-02	1.476879e-02	4.914860e-04	3.091723e-03
56            	4.824370e-02	2.022075e-03	1.060964e-02	1.478585e-02	4.859240e-04	3.086758e-03
57            	4.807326e-02	2.003358e-03	1.055668e-02	1.480654e-02	4.782519e-04	3.079124e-03
58            	4.790113e-02	1.985553e-03	1.050665e-02	1.482788e-02	4.689667e-04	3.067830e-03
59            	4.772917e-02	1.968952e-03	1.045987e-02	1.484939e-02	4.583062e-04	3.050365e-03
60            	4.759787e-02	1.952990e-03	1.041752e-02	1.487419e-02	4.466830e-04	3.032565e-03
61            	4.754233e-02	1.938366e-03	1.037887e-02	1.489743e-02	4.345493e-04	3.011796e-03
62            	4.749243e-02	1.924724e-03	1.034334e-02	1.491796e-02	4.226152e-04	2.991018e-03
63            	4.743425e-02	1.912184e-03	1.031515e-02	1.493352e-02	4.111450e-04	2.972460e-03
64            	4.736395e-02	1.900289e-03	1.029497e-02	1.494482e-02	3.999803e-04	2.957711e-03
65            	4.732448e-02	1.888922e-03	1.027772e-02	1.495363e-02	3.890176e-04	2.945781e-03
66            	4.728567e-02	1.877518e-03	1.026118e-02	1.496221e-02	3.788653e-04	2.934561e-03
67            	4.721285e-02	1.866376e-03	1.024545e-02	1.496165e-02	3.749066e-04	2.925292e-03
68            	4.711575e-02	1.855005e-03	1.022511e-02	1.495482e-02	3.707675e-04	2.917566e-03
69            	4.701777e-02	1.842750e-03	1.020186e-02	1.494256e-02	3.651346e-04	2.913066e-03
70            	4.687048e-02	1.830075e-03	1.017188e-02	1.491243e-02	3.583666e-04	2.910607e-03
71            	4.672796e-02	1.816973e-03	1.013915e-02	1.487466e-02	3.524850e-04	2.908594e-03
72            	4.658625e-02	1.803693e-03	1.010281e-02	1.482195e-02	3.463177e-04	2.906122e-03
73            	4.644470e-02	1.790793e-03	1.006326e-02	1.476857e-02	3.398254e-04	2.901165e-03
74            	4.623264e-02	1.778509e-03	1.002060e-02	1.471568e-02	3.332064e-04	2.894819e-03
75            	4.598106e-02	1.766583e-03	9.976566e-03	1.465740e-02	3.265261e-04	2.889107e-03
76            	4.574857e-02	1.754949e-03	9.929599e-03	1.459344e-02	3.199305e-04	2.882785e-03
77            	4.552875e-02	1.743725e-03	9.884745e-03	1.451867e-02	3.136332e-04	2.877027e-03
78            	4.529828e-02	1.733144e-03	9.841689e-03	1.443129e-02	3.075892e-04	2.872285e-03
79            	4.497386e-02	1.723000e-03	9.800443e-03	1.433745e-02	3.019865e-04	2.869961e-03
80            	4.467253e-02	1.713024e-03	9.762903e-03	1.423839e-02	2.967899e-04	2.868071e-03
81            	4.435327e-02	1.702925e-03	9.727580e-03	1.413779e-02	2.920706e-04	2.866789e-03
82            	4.406367e-02	1.692948e-03	9.693754e-03	1.404329e-02	2.878248e-04	2.865227e-03
83            	4.378004e-02	1.682443e-03	9.661950e-03	1.395510e-02	2.840642e-04	2.862412e-03
84            	4.346309e-02	1.671789e-03	9.628616e-03	1.387768e-02	2.808432e-04	2.858781e-03
85            	4.314328e-02	1.661313e-03	9.594436e-03	1.380190e-02	2.781189e-04	2.857024e-03
86            	4.285227e-02	1.650697e-03	9.558647e-03	1.373205e-02	2.758496e-04	2.855677e-03
87            	4.267934e-02	1.640407e-03	9.523370e-03	1.366935e-02	2.741507e-04	2.855877e-03
88            	4.250410e-02	1.630217e-03	9.489061e-03	1.361027e-02	2.729032e-04	2.858485e-03
89            	4.230151e-02	1.620361e-03	9.454539e-03	1.355433e-02	2.721710e-04	2.864645e-03
90            	4.207986e-02	1.610876e-03	9.427266e-03	1.350288e-02	2.718631e-04	2.871705e-03
91            	4.177403e-02	1.601974e-03	9.408066e-03	1.345479e-02	2.719187e-04	2.883139e-03
92            	4.150200e-02	1.593871e-03	9.392405e-03	1.341098e-02	2.722617e-04	2.892697e-03
93            	4.125342e-02	1.586565e-03	9.381798e-03	1.336988e-02	2.729926e-04	2.901642e-03
94            	4.102662e-02	1.580036e-03	9.375774e-03	1.333308e-02	2.741378e-04	2.913271e-03
95            	4.086485e-02	1.574235e-03	9.372947e-03	1.330418e-02	2.723905e-04	2.921779e-03
96            	4.073009e-02	1.569475e-03	9.373331e-03	1.327880e-02	2.642915e-04	2.922789e-03
97            	4.061693e-02	1.564564e-03	9.377615e-03	1.325148e-02	2.561584e-04	2.929504e-03
98            	4.048928e-02	1.560745e-03	9.386463e-03	1.322676e-02	2.485735e-04	2.935405e-03
99            	4.039220e-02	1.557313e-03	9.399384e-03	1.320474e-02	2.417006e-04	2.942575e-03
100           	4.033287e-02	1.554804e-03	9.414404e-03	1.318524e-02	2.355064e-04	2.950761e-03
101           	4.033380e-02	1.553193e-03	9.434190e-03	1.317659e-02	2.299625e-04	2.960442e-03
102           	4.035332e-02	1.551890e-03	9.454596e-03	1.317457e-02	2.249347e-04	2.971341e-03
103           	4.037669e-02	1.551075e-03	9.475839e-03	1.317846e-02	2.204100e-04	2.984668e-03
104           	4.040009e-02	1.550000e-03	9.497295e-03	1.318029e-02	2.163053e-04	2.998005e-03
105           	4.041715e-02	1.548956e-03	9.515176e-03	1.318024e-02	2.125775e-04	3.011114e-03
106           	4.039359e-02	1.547471e-03	9.529579e-03	1.317598e-02	2.091497e-04	3.022729e-03
107           	4.036082e-02	1.545582e-03	9.535682e-03	1.316682e-02	2.059689e-04	3.033843e-03
108           	4.027509e-02	1.542875e-03	9.530611e-03	1.315069e-02	2.030491e-04	3.044377e-03
109           	4.015402e-02	1.539577e-03	9.520494e-03	1.313095e-02	2.004014e-04	3.053120e-03
110           	4.009352e-02	1.535979e-03	9.505106e-03	1.311355e-02	1.980918e-04	3.062236e-03
111           	4.001578e-02	1.532314e-03	9.484302e-03	1.309019e-02	1.962785e-04	3.070147e-03
112           	3.989494e-02	1.528059e-03	9.458091e-03	1.306282e-02	1.959405e-04	3.078516e-03
113           	3.975843e-02	1.523399e-03	9.425662e-03	1.303469e-02	1.958963e-04	3.087159e-03
114           	3.959082e-02	1.517942e-03	9.390863e-03	1.300575e-02	1.958514e-04	3.094553e-03
115           	3.941741e-02	1.512344e-03	9.354453e-03	1.297397e-02	1.957074e-04	3.101721e-03
116           	3.924719e-02	1.507069e-03	9.317570e-03	1.294420e-02	1.954732e-04	3.109965e-03
117           	3.908822e-02	1.501669e-03	9.283001e-03	1.291049e-02	1.951671e-04	3.118849e-03
118           	3.895556e-02	1.496489e-03	9.254545e-03	1.287424e-02	1.947917e-04	3.128984e-03
119           	3.879549e-02	1.492306e-03	9.232272e-03	1.284341e-02	1.943291e-04	3.139637e-03
120           	3.865742e-02	1.488454e-03	9.217197e-03	1.281387e-02	1.938298e-04	3.150631e-03
121           	3.847939e-02	1.484783e-03	9.204054e-03	1.278602e-02	1.932408e-04	3.159852e-03
122           	3.833547e-02	1.481573e-03	9.189931e-03	1.275589e-02	1.925949e-04	3.170051e-03
123           	3.817431e-02	1.477570e-03	9.175971e-03	1.272593e-02	1.919155e-04	3.179367e-03
124           	3.804451e-02	1.473098e-03	9.160209e-03	1.269613e-02	1.911824e-04	3.188185e-03
125           	3.789160e-02	1.467953e-03	9.139711e-03	1.266300e-02	1.904483e-04	3.196993e-03
126           	3.774418e-02	1.462948e-03	9.117021e-03	1.262494e-02	1.897458e-04	3.203867e-03
127           	3.759106e-02	1.457476e-03	9.092509e-03	1.259301e-02	1.890681e-04	3.210791e-03
128           	3.741961e-02	1.451687e-03	9.064461e-03	1.256366e-02	1.884140e-04	3.217467e-03
129           	3.725627e-02	1.445036e-03	9.032988e-03	1.253263e-02	1.878086e-04	3.224051e-03
130           	3.709903e-02	1.438176e-03	9.001652e-03	1.250270e-02	1.872556e-04	3.231580e-03
131           	3.695670e-02	1.431199e-03	8.973414e-03	1.247329e-02	1.867556e-04	3.237550e-03
132           	3.681783e-02	1.424258e-03	8.945249e-03	1.244439e-02	1.863314e-04	3.241948e-03
133           	3.664528e-02	1.417380e-03	8.917537e-03	1.241300e-02	1.858931e-04	3.246099e-03
134           	3.646966e-02	1.409772e-03	8.890459e-03	1.237930e-02	1.854797e-04	3.248510e-03
135           	3.629088e-02	1.401918e-03	8.864789e-03	1.234449e-02	1.851156e-04	3.249547e-03
136           	3.612710e-02	1.393719e-03	8.840783e-03	1.230830e-02	1.847891e-04	3.249866e-03
137           	3.591811e-02	1.385528e-03	8.816053e-03	1.227435e-02	1.845796e-04	3.248529e-03
138           	3.569034e-02	1.377529e-03	8.792129e-03	1.224291e-02	1.844895e-04	3.246390e-03
139           	3.547305e-02	1.370100e-03	8.770384e-03	1.221391e-02	1.844937e-04	3.242847e-03
140           	3.526315e-02	1.363161e-03	8.749678e-03	1.219194e-02	1.846591e-04	3.238845e-03
141           	3.508260e-02	1.356499e-03	8.728669e-03	1.217300e-02	1.849248e-04	3.234808e-03
142           	3.492422e-02	1.349903e-03	8.708404e-03	1.216047e-02	1.852274e-04	3.230738e-03
143           	3.484652e-02	1.343642e-03	8.689197e-03	1.215449e-02	1.855972e-04	3.226712e-03
144           	3.479103e-02	1.337972e-03	8.672125e-03	1.215331e-02	1.859205e-04	3.221698e-03
145           	3.475642e-02	1.332434e-03	8.656336e-03	1.215319e-02	1.863219e-04	3.216329e-03
146           	3.473745e-02	1.326806e-03	8.638443e-03	1.215068e-02	1.868126e-04	3.210726e-03
147           	3.470946e-02	1.321244e-03	8.621364e-03	1.214309e-02	1.873555e-04	3.204871e-03
148           	3.469395e-02	1.315595e-03	8.603510e-03	1.213361e-02	1.878653e-04	3.199406e-03
149           	3.464204e-02	1.309901e-03	8.583868e-03	1.211958e-02	1.882586e-04	3.193611e-03
150           	3.456979e-02	1.304236e-03	8.565706e-03	1.210004e-02	1.882140e-04	3.187349e-03
151           	3.448197e-02	1.298879e-03	8.545584e-03	1.207363e-02	1.869217e-04	3.177039e-03
152           	3.441486e-02	1.293699e-03	8.524303e-03	1.203555e-02	1.850703e-04	3.165194e-03
153           	3.435551e-02	1.288675e-03	8.500921e-03	1.198338e-02	1.830484e-04	3.153630e-03
154           	3.430819e-02	1.283529e-03	8.476254e-03	1.192550e-02	1.810237e-04	3.141035e-03
155           	3.422705e-02	1.278566e-03	8.445910e-03	1.185961e-02	1.790408e-04	3.128109e-03
156           	3.407462e-02	1.273493e-03	8.414651e-03	1.179178e-02	1.770699e-04	3.114584e-03
157           	3.387073e-02	1.268132e-03	8.377649e-03	1.171786e-02	1.750727e-04	3.101559e-03
158           	3.366775e-02	1.262382e-03	8.341453e-03	1.164176e-02	1.731488e-04	3.090657e-03
159           	3.343663e-02	1.256273e-03	8.305657e-03	1.156277e-02	1.712686e-04	3.079288e-03
160           	3.319847e-02	1.250124e-03	8.267272e-03	1.148602e-02	1.693653e-04	3.067413e-03
161           	3.295246e-02	1.243692e-03	8.228715e-03	1.141090e-02	1.675055e-04	3.054857e-03
162           	3.269261e-02	1.237149e-03	8.192220e-03	1.134547e-02	1.656996e-04	3.042759e-03
163           	3.240236e-02	1.230601e-03	8.156636e-03	1.129102e-02	1.639264e-04	3.030412e-03
164           	3.216457e-02	1.224045e-03	8.123873e-03	1.124655e-02	1.622350e-04	3.018153e-03
165           	3.193268e-02	1.217826e-03	8.095621e-03	1.120883e-02	1.605851e-04	3.005401e-03
166           	3.170421e-02	1.211835e-03	8.072214e-03	1.117587e-02	1.590082e-04	2.992296e-03
167           	3.144182e-02	1.206021e-03	8.052502e-03	1.114830e-02	1.575368e-04	2.977683e-03
168           	3.117098e-02	1.200328e-03	8.037562e-03	1.112506e-02	1.561503e-04	2.964348e-03
169           	3.086048e-02	1.194922e-03	8.023249e-03	1.110736e-02	1.548216e-04	2.951179e-03
170           	3.058278e-02	1.189732e-03	8.012545e-03	1.109375e-02	1.535710e-04	2.938071e-03
171           	3.032675e-02	1.184761e-03	8.000596e-03	1.108118e-02	1.523783e-04	2.925357e-03
172           	3.012292e-02	1.180229e-03	7.990107e-03	1.106868e-02	1.512175e-04	2.913572e-03
173           	2.992588e-02	1.175766e-03	7.977496e-03	1.105236e-02	1.500392e-04	2.901616e-03
174           	2.973308e-02	1.171571e-03	7.962126e-03	1.103530e-02	1.489164e-04	2.890489e-03
175           	2.958492e-02	1.167348e-03	7.946764e-03	1.101660e-02	1.478408e-04	2.880661e-03
176           	2.945797e-02	1.163183e-03	7.931032e-03	1.099392e-02	1.468399e-04	2.871598e-03
177           	2.932866e-02	1.159344e-03	7.913958e-03	1.097042e-02	1.459265e-04	2.863408e-03
178           	2.927431e-02	1.155953e-03	7.899422e-03	1.094584e-02	1.450459e-04	2.856236e-03
179           	2.925228e-02	1.152886e-03	7.883791e-03	1.091910e-02	1.441995e-04	2.849583e-03
180           	2.924127e-02	1.150044e-03	7.867690e-03	1.088558e-02	1.434008e-04	2.843636e-03
181           	2.921850e-02	1.147059e-03	7.851615e-03	1.084636e-02	1.426749e-04	2.836997e-03
182           	2.918126e-02	1.144018e-03	7.834527e-03	1.079860e-02	1.420023e-04	2.829293e-03
183           	2.912781e-02	1.140620e-03	7.817138e-03	1.074724e-02	1.413724e-04	2.820496e-03
184           	2.910319e-02	1.137108e-03	7.798472e-03	1.069049e-02	1.407612e-04	2.811330e-03
185           	2.908183e-02	1.133825e-03	7.778784e-03	1.062836e-02	1.402311e-04	2.802541e-03
186           	2.908077e-02	1.130275e-03	7.757241e-03	1.056547e-02	1.398179e-04	2.792440e-03
187           	2.907451e-02	1.126505e-03	7.735011e-03	1.050180e-02	1.396252e-04	2.781138e-03
188           	2.905900e-02	1.122416e-03	7.710108e-03	1.043733e-02	1.394607e-04	2.769381e-03
189           	2.901665e-02	1.118222e-03	7.684350e-03	1.036909e-02	1.393345e-04	2.759016e-03
190           	2.897752e-02	1.114145e-03	7.656946e-03	1.030020e-02	1.391683e-04	2.749254e-03
191           	2.890647e-02	1.110157e-03	7.627826e-03	1.023176e-02	1.390233e-04	2.740274e-03
192           	2.880720e-02	1.106105e-03	7.599142e-03	1.016470e-02	1.388347e-04	2.731742e-03
193           	2.868500e-02	1.102349e-03	7.572043e-03	1.009763e-02	1.386209e-04	2.724980e-03
194           	2.859859e-02	1.098755e-03	7.545702e-03	1.003386e-02	1.383867e-04	2.718935e-03
195           	2.851283e-02	1.094980e-03	7.521964e-03	9.976740e-03	1.381106e-04	2.714700e-03
196           	2.848199e-02	1.091565e-03	7.498716e-03	9.922086e-03	1.378601e-04	2.710669e-03
197           	2.845886e-02	1.088388e-03	7.478825e-03	9.871538e-03	1.375735e-04	2.706242e-03
198           	2.845604e-02	1.085337e-03	7.458792e-03	9.819924e-03	1.372787e-04	2.702088e-03
199           	2.845479e-02	1.082333e-03	7.438749e-03	9.769747e-03	1.369820e-04	2.698766e-03
200           	2.844190e-02	1.079530e-03	7.418131e-03	9.719550e-03	1.366426e-04	2.695116e-03
201           	2.837732e-02	1.076325e-03	7.398549e-03	9.673938e-03	1.362138e-04	2.690650e-03
202           	2.828915e-02	1.072997e-03	7.378762e-03	9.635171e-03	1.356715e-04	2.686048e-03
203           	2.816908e-02	1.069578e-03	7.360951e-03	9.602612e-03	1.350825e-04	2.681173e-03
204           	2.805133e-02	1.066259e-03	7.345771e-03	9.577904e-03	1.344296e-04	2.676429e-03
205           	2.795934e-02	1.063069e-03	7.334276e-03	9.560023e-03	1.337801e-04	2.672399e-03
206           	2.789050e-02	1.060437e-03	7.330048e-03	9.548470e-03	1.331156e-04	2.668804e-03
207           	2.783708e-02	1.058309e-03	7.332468e-03	9.545019e-03	1.324249e-04	2.665789e-03
208           	2.781086e-02	1.056497e-03	7.342032e-03	9.546588e-03	1.317401e-04	2.663358e-03
209           	2.781301e-02	1.054872e-03	7.358240e-03	9.558636e-03	1.310209e-04	2.661808e-03
210           	2.781858e-02	1.053608e-03	7.381146e-03	9.583282e-03	1.303198e-04	2.660147e-03
211           	2.783873e-02	1.052836e-03	7.408240e-03	9.614247e-03	1.296119e-04	2.658503e-03
212           	2.790367e-02	1.052198e-03	7.437350e-03	9.651298e-03	1.289302e-04	2.656832e-03
213           	2.799542e-02	1.051498e-03	7.467545e-03	9.686384e-03	1.282432e-04	2.655201e-03
214           	2.809429e-02	1.050629e-03	7.494090e-03	9.719278e-03	1.275665e-04	2.653214e-03
215           	2.819462e-02	1.049470e-03	7.513713e-03	9.744458e-03	1.268860e-04	2.650201e-03
216           	2.833542e-02	1.047956e-03	7.526482e-03	9.760789e-03	1.262388e-04	2.646940e-03
217           	2.846525e-02	1.045754e-03	7.533157e-03	9.768037e-03	1.256171e-04	2.644084e-03
218           	2.851729e-02	1.042937e-03	7.528374e-03	9.765471e-03	1.250005e-04	2.640542e-03
219           	2.855507e-02	1.039480e-03	7.515185e-03	9.755232e-03	1.243983e-04	2.636474e-03
220           	2.858107e-02	1.035657e-03	7.493479e-03	9.737737e-03	1.238289e-04	2.632674e-03
221           	2.861469e-02	1.031595e-03	7.462876e-03	9.712490e-03	1.232792e-04	2.629192e-03
222           	2.864160e-02	1.027387e-03	7.426079e-03	9.680204e-03	1.227566e-04	2.625003e-03
223           	2.861251e-02	1.023120e-03	7.382211e-03	9.642970e-03	1.221916e-04	2.619622e-03
224           	2.855142e-02	1.018704e-03	7.331194e-03	9.603945e-03	1.216132e-04	2.613243e-03
225           	2.846013e-02	1.014523e-03	7.278283e-03	9.558546e-03	1.210225e-04	2.606726e-03
226           	2.841034e-02	1.010567e-03	7.223666e-03	9.513531e-03	1.204420e-04	2.599555e-03
227           	2.833077e-02	1.007060e-03	7.169890e-03	9.468826e-03	1.198463e-04	2.591946e-03
228           	2.826267e-02	1.003788e-03	7.120720e-03	9.428669e-03	1.192768e-04	2.582514e-03
229           	2.817501e-02	1.000923e-03	7.077406e-03	9.392885e-03	1.187583e-04	2.572643e-03
230           	2.813471e-02	9.984142e-04	7.041095e-03	9.363190e-03	1.182153e-04	2.562964e-03
231           	2.817787e-02	9.961268e-04	7.015461e-03	9.339423e-03	1.176620e-04	2.552743e-03
232           	2.824241e-02	9.940216e-04	6.997558e-03	9.321901e-03	1.171108e-04	2.542412e-03
233           	2.832120e-02	9.920387e-04	6.986607e-03	9.310325e-03	1.165395e-04	2.531871e-03
234           	2.841788e-02	9.899836e-04	6.980474e-03	9.305146e-03	1.159490e-04	2.520504e-03
235           	2.853777e-02	9.878054e-04	6.977795e-03	9.300755e-03	1.153791e-04	2.508584e-03
236           	2.863375e-02	9.853923e-04	6.977562e-03	9.296765e-03	1.147787e-04	2.495335e-03
237           	2.873671e-02	9.820797e-04	6.976577e-03	9.286834e-03	1.141974e-04	2.480661e-03
238           	2.883515e-02	9.782962e-04	6.974880e-03	9.278175e-03	1.136047e-04	2.466124e-03
239           	2.886692e-02	9.742612e-04	6.972324e-03	9.264263e-03	1.130350e-04	2.452565e-03
240           	2.888875e-02	9.698149e-04	6.969159e-03	9.244582e-03	1.124775e-04	2.438672e-03
241           	2.889719e-02	9.653263e-04	6.963537e-03	9.219610e-03	1.119878e-04	2.425431e-03
242           	2.890768e-02	9.602665e-04	6.952930e-03	9.194663e-03	1.114984e-04	2.412140e-03
243           	2.894707e-02	9.546983e-04	6.939752e-03	9.164576e-03	1.110399e-04	2.399340e-03
244           	2.894889e-02	9.490576e-04	6.924542e-03	9.130904e-03	1.105555e-04	2.386974e-03
245           	2.897188e-02	9.433704e-04	6.905686e-03	9.095170e-03	1.101299e-04	2.375160e-03
246           	2.895998e-02	9.381650e-04	6.886098e-03	9.059585e-03	1.097380e-04	2.363730e-03
247           	2.891695e-02	9.332175e-04	6.867222e-03	9.024026e-03	1.093874e-04	2.353133e-03
248           	2.886085e-02	9.285430e-04	6.848621e-03	8.991657e-03	1.090265e-04	2.342968e-03
249           	2.882282e-02	9.243713e-04	6.834976e-03	8.961601e-03	1.086599e-04	2.334330e-03
250           	2.880991e-02	9.204118e-04	6.824412e-03	8.934359e-03	1.083297e-04	2.326622e-03
251           	2.883057e-02	9.170403e-04	6.816329e-03	8.906354e-03	1.079895e-04	2.319288e-03
252           	2.890461e-02	9.137711e-04	6.808436e-03	8.881551e-03	1.076856e-04	2.312120e-03
253           	2.897089e-02	9.106182e-04	6.802922e-03	8.849947e-03	1.074106e-04	2.305589e-03
254           	2.903874e-02	9.077507e-04	6.794362e-03	8.815631e-03	1.071485e-04	2.299097e-03
255           	2.908249e-02	9.050660e-04	6.783106e-03	8.773888e-03	1.068532e-04	2.294586e-03
256           	2.912797e-02	9.024488e-04	6.769919e-03	8.733214e-03	1.065451e-04	2.292676e-03
257           	2.916960e-02	8.995000e-04	6.752377e-03	8.695099e-03	1.062021e-04	2.287603e-03
258           	2.924096e-02	8.965161e-04	6.730718e-03	8.655147e-03	1.058515e-04	2.280783e-03
259           	2.925976e-02	8.935008e-04	6.704894e-03	8.614839e-03	1.054822e-04	2.274075e-03
260           	2.922051e-02	8.905557e-04	6.674901e-03	8.574600e-03	1.051083e-04	2.267402e-03
261           	2.913929e-02	8.878775e-04	6.645086e-03	8.536265e-03	1.047222e-04	2.260641e-03
262           	2.900386e-02	8.854841e-04	6.616239e-03	8.501735e-03	1.043098e-04	2.253035e-03
263           	2.883683e-02	8.833438e-04	6.590802e-03	8.472153e-03	1.039313e-04	2.243915e-03
264           	2.864689e-02	8.811846e-04	6.567040e-03	8.448502e-03	1.035537e-04	2.235295e-03
265           	2.846426e-02	8.792623e-04	6.546096e-03	8.429047e-03	1.032266e-04	2.226485e-03
266           	2.833347e-02	8.772119e-04	6.528441e-03	8.412409e-03	1.029516e-04	2.219241e-03
267           	2.821368e-02	8.747955e-04	6.515369e-03	8.398314e-03	1.027172e-04	2.212545e-03
268           	2.814136e-02	8.722779e-04	6.503983e-03	8.383376e-03	1.024971e-04	2.206104e-03
269           	2.810134e-02	8.697145e-04	6.493929e-03	8.364594e-03	1.022410e-04	2.200154e-03
270           	2.806090e-02	8.672801e-04	6.482837e-03	8.343072e-03	1.019622e-04	2.196265e-03
271           	2.803296e-02	8.651867e-04	6.468879e-03	8.317756e-03	1.016601e-04	2.191520e-03
272           	2.799628e-02	8.630836e-04	6.455488e-03	8.286410e-03	1.013332e-04	2.187539e-03
273           	2.797511e-02	8.615026e-04	6.440947e-03	8.251915e-03	1.009605e-04	2.184881e-03
